"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Responsibility Center Code","Responsibility Center Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1008","MARINE TRANSPORT DIVISION","N","41,464","41,464","41,464","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1008","MARINE TRANSPORT DIVISION","N","41,464","41,464","41,464","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1009","MARINE UNLOADING","N","6,164,786","5,864,786","5,866,068","67","60","60","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1009","MARINE UNLOADING","N","6,164,786","5,864,786","5,866,068","67","60","60","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1012","CLEAN + COLLECTION ADMIN","N","5,149,467","6,849,467","4,852,873","56","47","47","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1012","CLEAN + COLLECTION ADMIN","N","5,149,467","4,849,467","4,852,873","56","47","47","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1013","SOLID WASTE MGNT & LANDFILL PLANNING","N","1,781,327","1,331,327","1,338,230","14","9","9","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1013","SOLID WASTE MGNT & LANDFILL PLANNING","N","1,781,327","1,331,327","1,338,230","14","9","9","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL",,,"Y","0","106,926","142,652","-33","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL",,,"N","704,111","704,111","705,935","8","9","9","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL",,,"Y","0","106,926","142,652","-33","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL",,,"N","704,111","704,111","705,935","8","9","9","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT","1025","BUILDING MANAGEMENT","N","27,830,408","24,730,408","25,126,771","224","186","186","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT","1025","BUILDING MANAGEMENT","N","27,830,408","24,730,408","25,126,771","224","186","186","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT",,,"Y","0","9,000,000","5,000,000","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT",,,"N","60,044","1,129,278","52,620","0","7","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT",,,"Y","0","0","5,000,000","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","104","BUILDING MANAGEMENT",,,"N","60,044","1,206,792","52,620","0","7","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP","1026","MOTOR EQUIPMENT ADMINISTRATION","N","79,437,402","89,255,073","85,104,421","760","694","698","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP","1026","MOTOR EQUIPMENT ADMINISTRATION","N","79,437,402","77,237,773","84,742,153","760","694","694","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP",,,"Y","0","21,385","28,530","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","105","BUREAU OF MOTOR EQUIP",,,"Y","0","21,385","28,530","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1001","EXECUTIVE MANAGEMENT","N","112,853,471","113,947,664","132,906,764","0","0","0","26","26","26"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1001","EXECUTIVE MANAGEMENT","N","112,853,471","113,905,891","113,778,749","0","0","0","26","26","26"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1003","ENFORCEMENT","N","854,257","1,306,150","1,280,964","0","0","0","1","1","1"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1003","ENFORCEMENT","N","854,257","1,340,963","1,042,961","0","0","0","1","1","1"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1005","ADMINISTRATION","N","8,177,251","10,315,734","8,197,251","0","0","0","14","14","14"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1005","ADMINISTRATION","N","8,177,251","8,340,526","8,177,251","0","0","0","14","14","14"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1029","SUPPORT OPERATIONS ENGR","N","3,572,063","5,156,234","3,572,063","0","0","0","2","2","2"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1029","SUPPORT OPERATIONS ENGR","N","3,572,063","5,156,234","3,572,063","0","0","0","2","2","2"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1032","LOT CLEANING","N","0","0","0","0","0","0","3","3","3"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS","1032","LOT CLEANING","N","0","0","0","0","0","0","3","3","3"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS",,,"Y","-487,888","7,271,381","-487,888","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS",,,"N","5,540,000","18,499,095","540,000","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS",,,"N","5,540,000","16,917,001","540,000","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","106","EXEC & ADMINISTRATIVE-OTPS",,,"Y","-487,888","-2,487,888","-487,888","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","107","SNOW BUDGET-PS","1028","CHARTER MANDATED SNOW BUDGET","N","46,668,002","96,668,002","51,453,664","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","107","SNOW BUDGET-PS","1028","CHARTER MANDATED SNOW BUDGET","N","46,668,002","46,668,002","51,550,024","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","1014","WASTE PREVENTION, REUSE & RECYCLING","N","14,031,997","16,863,008","12,093,991","0","0","0","11","7","11"
"20260217","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","1014","WASTE PREVENTION, REUSE & RECYCLING","N","14,031,997","16,108,497","8,796,997","0","0","0","11","7","11"
"20260512","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","1032","LOT CLEANING","N","2,346,410","2,346,410","1,248,461","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","1032","LOT CLEANING","N","2,346,410","2,346,410","2,346,410","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","2000","CLEANING & COLL EXEC MGMT","N","7,806,357","9,062,306","8,612,847","0","0","0","5","5","5"
"20260217","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS","2000","CLEANING & COLL EXEC MGMT","N","7,806,357","7,808,747","7,806,357","0","0","0","5","5","5"
"20260512","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS",,,"Y","0","-751,485","0","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS",,,"N","1,447,383","1,506,383","1,216,383","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","109","CLEANING & COLLECTION-OTPS",,,"N","1,447,383","1,521,383","1,216,383","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","1006","WASTE DISPOSAL ADMINISTRATION","N","3,254,221","3,797,547","3,619,953","0","0","0","18","15","15"
"20260217","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","1006","WASTE DISPOSAL ADMINISTRATION","N","3,254,221","3,643,001","3,619,953","0","0","0","18","16","15"
"20260512","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","1012","CLEAN + COLLECTION ADMIN","N","480,483,911","554,083,615","480,285,129","0","0","0","31","30","31"
"20260217","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","1012","CLEAN + COLLECTION ADMIN","N","480,483,911","500,048,575","480,285,129","0","0","0","31","30","31"
"20260512","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","1013","SOLID WASTE MGNT & LANDFILL PLANNING","N","9,420,000","12,332,673","8,612,466","0","0","0","10","9","9"
"20260217","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS","1013","SOLID WASTE MGNT & LANDFILL PLANNING","N","9,420,000","9,335,000","8,612,466","0","0","0","10","9","9"
"20260512","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS",,,"N","51,238,508","58,424,212","51,156,558","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS",,,"Y","0","-29,451,486","0","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS",,,"Y","0","-21,416,446","0","0","0","0","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","110","WASTE DISPOSAL-OTPS",,,"N","51,238,508","51,232,029","51,156,558","0","0","0","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","111","BUILDING MANAGEMENT-OTPS","1025","BUILDING MANAGEMENT","N","4,179,939","6,060,863","4,179,939","0","0","0","33","33","33"
"20260217","2027","827","DEPARTMENT OF SANITATION","111","BUILDING MANAGEMENT-OTPS","1025","BUILDING MANAGEMENT","N","4,179,939","6,060,863","4,179,939","0","0","0","33","33","33"
"20260512","2027","827","DEPARTMENT OF SANITATION","112","MOTOR EQUIPMENT-OTPS","1026","MOTOR EQUIPMENT ADMINISTRATION","N","25,909,862","27,205,355","25,909,862","0","0","0","18","17","18"
"20260217","2027","827","DEPARTMENT OF SANITATION","112","MOTOR EQUIPMENT-OTPS","1026","MOTOR EQUIPMENT ADMINISTRATION","N","25,909,862","25,918,467","25,909,862","0","0","0","18","17","18"
"20260512","2027","827","DEPARTMENT OF SANITATION","113","SNOW-OTPS","1028","CHARTER MANDATED SNOW BUDGET","N","37,640,274","87,642,195","39,295,848","0","0","0","6","3","6"
"20260217","2027","827","DEPARTMENT OF SANITATION","113","SNOW-OTPS","1028","CHARTER MANDATED SNOW BUDGET","N","37,640,274","37,642,195","39,583,927","0","0","0","6","3","6"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","0001","EXECUTIVE AND OPERATIONS","N","350,281","362,565","362,540","2","2","2","0","0","0"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","0001","EXECUTIVE AND OPERATIONS","N","350,281","362,540","362,540","2","2","2","0","0","0"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","0002","LEGAL/ENFRCEMENT/INVESTIGATION","N","4,748,556","4,824,869","4,863,566","55","55","55","0","0","0"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","0002","LEGAL/ENFRCEMENT/INVESTIGATION","N","4,748,556","4,794,894","4,769,096","55","55","55","0","0","0"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","0003","FINANCE & ADMINISTRATION","N","1,554,833","1,555,033","1,557,263","15","15","15","0","0","0"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","001","PERSONAL SERVICES","0003","FINANCE & ADMINISTRATION","N","1,554,833","1,555,033","1,557,263","15","15","15","0","0","0"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES","0003","FINANCE & ADMINISTRATION","N","2,170,955","2,005,814","2,170,526","0","0","0","5","5","6"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES","0003","FINANCE & ADMINISTRATION","N","2,170,955","2,164,765","2,161,277","0","0","0","5","5","6"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES",,,"Y","-182,271","0","-182,271","0","0","0","0","0","0"
"20260512","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES",,,"N","82,564","412,389","69,743","0","0","0","0","1","0"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES",,,"Y","-182,271","-182,271","-182,271","0","0","0","0","0","0"
"20260217","2027","829","BUSINESS INTEGRITY COMMISSION","002","OTHER THAN PERSONAL SERVICES",,,"N","82,564","460,221","64,243","0","0","0","0","1","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","1100","EXECUTIVE","N","5,390,993","5,020,873","5,083,753","48","43","43","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","1100","EXECUTIVE","N","5,390,993","5,065,993","5,083,753","48","43","43","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","1300","ADMINISTRATION","N","7,892,198","6,893,743","6,935,576","91","69","69","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","1300","ADMINISTRATION","N","7,892,198","6,891,276","6,935,576","91","69","69","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","1400","MANAGEMENT INFORMATION SERVICE","N","25,848,706","21,627,797","21,642,374","218","186","186","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING","1400","MANAGEMENT INFORMATION SERVICE","N","25,848,706","21,627,797","21,642,374","218","186","186","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING",,,"Y","-6,728,298","0","-926,056","-86","0","-7","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING",,,"N","19,285,466","18,170,049","19,466,141","172","146","152","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING",,,"Y","-6,728,298","0","0","-86","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","001","ADMINISTRATION & PLANNING",,,"N","19,285,466","18,053,098","19,349,190","172","145","151","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2000","REVENUE OPERATIONS EXECUTIVE","N","7,100,231","5,837,694","5,946,551","89","80","80","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2000","REVENUE OPERATIONS EXECUTIVE","N","7,100,231","5,954,645","6,061,202","89","81","81","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2100","REVENUE OPERATIONS COLLECTIONS","N","5,254,579","4,507,949","4,649,373","109","87","87","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2100","REVENUE OPERATIONS COLLECTIONS","N","5,254,579","4,507,949","4,649,373","109","87","87","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2200","REV OP BUSINESS TAX REVENUE","N","869,173","869,173","873,274","9","9","9","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2200","REV OP BUSINESS TAX REVENUE","N","869,173","869,173","873,274","9","9","9","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2300","PROCESSING","N","1,324,487","32,187","41,331","14","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2300","PROCESSING","N","1,324,487","32,187","41,331","14","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2400","REV OPER REVENUE ACCOUNTING","N","6,810,461","5,710,461","5,737,091","77","67","67","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2400","REV OPER REVENUE ACCOUNTING","N","6,810,461","5,710,461","5,737,091","77","67","67","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2500","TAX PAYER COMPLIANCE","N","1,600,000","0","0","0","0","0","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2500","TAX PAYER COMPLIANCE","N","1,600,000","0","0","0","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2600","CITY COLLECTOR","N","2,697,984","2,297,984","2,305,517","12","12","12","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS","2600","CITY COLLECTOR","N","2,697,984","2,297,984","2,305,517","12","12","12","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS",,,"Y","-7,006,077","0","0","-59","0","-2","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS",,,"N","4,363,775","3,807,002","3,973,244","31","35","35","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS",,,"N","4,363,775","3,807,002","3,973,244","31","35","35","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","002","OPERATIONS",,,"Y","-7,006,077","0","0","-59","0","0","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3100","PROPERTY EXECUTIVE","N","23,276,468","22,251,468","22,536,389","261","224","224","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3100","PROPERTY EXECUTIVE","N","23,276,468","22,451,468","22,536,389","261","224","224","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3200","ASSESSMENTS","N","998,845","970,667","970,667","37","37","37","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3200","ASSESSMENTS","N","998,845","970,667","970,667","37","37","37","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3300","CITY REGISTER","N","5,233,102","5,077,829","5,119,374","85","79","79","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3300","CITY REGISTER","N","5,233,102","5,077,829","5,119,374","85","79","79","0","0","0"
"20260512","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3400","REVIEW AND SUPPORT","N","435,488","435,488","435,970","3","3","3","0","0","0"
"20260217","2027","836","DEPARTMENT OF FINANCE","003","PROPERTY","3400","REVIEW AND SUPPORT","N","435,488","435,488","435,970","3","3","3","0","0","0"
